FSC_A	FSC_H	FSC_W	SSC_A	SSC_H	SSC_W	CD34	CD43	CD38	CD90	CD49f	CD31	CD45RA	FLK1	CD73
89380.53125	60432	96929.4765625	92896.890625	72916	83494.5859375	1.92447360568016	1.84831232993906	2.23786338015376	4.19755097247178	3.88140873344802	2.58006058250985	2.47900879978604	2.2585260834554	2.27197670998927
65623.140625	50718	84795.8984375	70061.1484375	50554	90824.2265625	0.826112603953688	2.21205435666761	1.94774189542017	4.09794414605006	3.42975335369795	2.04765608796231	2.44497998687816	1.84070128843857	1.82659760924501
129302.546875	100238	84538.5234375	44037.76171875	38794	74394.4609375	1.48954286161909	1.24526584322483	2.0238757714867	3.32965848069937	2.76572457583171	1.05325378729935	1.46606900743816	1.99750304434629	1.86842678879107
76743.1796875	51880	96943.734375	99119.7265625	67896	95674.421875	1.79317447540439	2.11052238390461	2.15467332452364	3.92364743017879	3.95814143031665	2.43997552809103	2.34378320363945	2.2733268111481	2.42483377000041
120527.1328125	83548	94542.859375	52700.11328125	40380	85531.3203125	1.25234804136537	1.71891670500285	2.44192889034242	4.38184669470929	4.13637263093812	2.85449742516621	2.2786005692467	2.55119456486212	0.390966054750212
121745.671875	81528	97864.828125	116547.125	89944	84919.8671875	1.66838098826012	1.57217431538778	2.34444616481249	3.97051690567502	3.54250096560111	2.13098457760071	2.50942431950952	1.98332469694764	1.36356486431612
163765.984375	99056	108348.4921875	110532.0625	82704	87587.40625	2.2260078103774	1.89878000827015	2.15684056383586	3.92433692673386	4.00482382174891	2.73904952304299	2.55821272984626	2.39466711184271	1.7541051767876
103046.671875	65121	103703.3671875	107477.1328125	78961	89203.8046875	1.25305417644284	2.08307241885224	2.39997619000073	4.46161308081304	3.80264460429808	2.46335011420404	0.647836267196453	2.41293194138858	2.42822723166666
79903.3828125	55230	94813.46875	79173.015625	63146	82169.625	1.40893744983211	1.75656004416745	2.14307803793735	3.97783246620837	3.67549749092455	2.42650594800167	2.30419815411476	2.05066209470339	2.2665739395323
128989.9765625	85435	98946.40625	110077.0234375	84891	84979.65625	1.98260894642842	1.82327855496074	1.80934571035356	3.66978688098639	3.75624508240576	2.60042443539442	2.48423476155539	2.31035733825965	2.32782538476724
92524.859375	54931	110387.7421875	94291.2421875	66039	93573.0546875	2.24219964259695	1.92808848781756	2.45951846239705	4.01431200987946	4.14637993135568	2.95670587673673	2.31351771646131	2.2303654203962	2.07268269079252
66602.9375	52978	82390.609375	37439.6796875	34198	71748.2578125	1.59009930054281	1.26434553228821	1.5673460855011	3.82612481935945	2.8988805410484	1.70502899438012	1.92714513073404	1.72040990259177	1.86373024715577
80189.7265625	52987	99181.203125	79907.7109375	64687	80956.4765625	1.89171341033562	2.04457897520975	2.1814941698938	4.19939886657277	3.74167452030833	2.38628097396357	2.5153092348356	2.27719170194473	1.93388017827019
91148.3125	54546	109512.9921875	86106.0546875	67606	83469.6171875	0.690888166918724	1.64787177276046	2.22955771290035	3.54548814355735	3.72706598427177	2.39772270793014	2.44196563728446	2.17048790372224	1.97531608926442
154662.125	107159	94587.828125	84128.6796875	66887	82429.4296875	1.93635024148495	1.80215775214189	2.31959904746594	4.28923234840111	3.93439821135806	2.64968732073197	2.37096326836534	2.36798398790067	2.27515708539479
106040.578125	74906	92775.953125	48653.73046875	38846	82082.34375	1.63873240381515	0.94939001129857	2.17795675820742	3.92895133313185	3.86278735511111	2.51818389923063	2.04147380448027	1.94315108113453	1.93200006474656
