FSC_A	FSC_H	FSC_W	SSC_A	SSC_H	SSC_W	CD34	CD43	CD38	CD90	CD49f	CD31	CD45RA	FLK1	CD73
119256.8359375	75198	103933.8359375	101575.8359375	73566	90488.4609375	1.30221771033393	1.8531504680439	1.89699932103995	4.60698391641917	3.46351602518259	1.28823170215964	2.30728443308371	2.76868972589702	2.6411940675215
164841	95098	113598.8046875	99712.2265625	70186	93106.0390625	1.04121802296512	2.00911081781284	0.671701876202409	4.68977906724836	3.77119844310344	1.9182349077571	1.85396063876146	1.95017949840151	2.64801201608371
125424.75	89519	91822.2578125	48434.109375	39823	79707.1484375	1.35887470255326	1.7684161028999	0.811984500160409	4.31085621981013	3.23982158519495	0.683168284676294	1.46322584652657	1.94010041048287	2.30519687342986
130544.546875	79823	107179.234375	64556.43359375	47583	88913.4921875	1.61958384543022	1.37857957334421	1.13674526864424	4.1517240702054	4.0410786955398	2.81524283183734	2.3499056933089	2.48415371678067	2.17862164271758
199897.828125	119816	109338.5234375	90206.15625	64472	91694.8515625	1.12236597594647	2.07448732954803	1.84118190742096	4.64868916646773	3.4336282321018	1.61769872699265	2.13507541672673	3.12070169142348	2.45134997095221
135558.09375	79916	111165.921875	78520.46875	55676	92426.1328125	1.07124715541187	1.99545968260319	1.49104377490356	4.55012698045277	3.41374487179129	0.201067778536727	2.12379683987296	2.19603348504866	2.55838941553471
147010.703125	101626	94803.4375	63109.15234375	50430	82013.1171875	1.3813729756853	2.04147165747892	2.17535688980214	4.44315286222596	3.16065267791331	0.0895028752060543	1.96660517211589	2.04392396595532	2.11843466124625
107289.4765625	74110	94876.859375	58666.19140625	45054	85336.4375	1.34711626528615	1.6400837298553	2.3579586268404	4.50255465966987	3.58829489556065	1.55250748683605	1.55165050280176	2.09826876199383	2.3521058578356
153053.734375	78414	127917.59375	75734.140625	51758	95894.6015625	1.36982985574798	2.2326149986497	2.41253309331762	4.02097073588447	3.46337522059142	0.722377678436236	2.78247485695165	2.30629553472474	2.48266654975525
140857.296875	87387	105636.1171875	110883.609375	76651	94804.6171875	1.89743383179064	2.10246801088163	1.47588482867101	4.81967469422656	3.44644988515829	2.32569360359872	2.28407359400123	2.3096464310838	2.6484054119701
86658.4765625	57355	99019.265625	65433.33203125	49099	87338.625	1.7534478587549	2.01245759365538	1.44304684241115	4.57878169813435	3.29407964447244	1.66769617088355	1.39640992432999	2.31539326143464	2.35932840099103
127551.328125	79807	104742.75	77479.25	56683	89580.296875	1.14352271888826	1.82840208242675	1.88455800122156	4.81213460822431	3.52340517751933	1.69713408120794	2.15347247688729	2.57375992509185	2.65335564954339
117300	74702	102907.1875	77183	57258	88341.6328125	1.71342277758977	2.06866816139038	2.08824255854321	4.77945672941104	3.61826979872342	0.911793605974647	2.19664798355827	2.40136128269175	2.58061898739403
103312.3203125	72262	93696.21875	49539.3203125	39222	82775.203125	1.63734249222936	1.7684161028999	1.71463721416517	4.61283870394117	3.5185314461498	1.39767059235319	2.03574168424388	2.30552944073427	2.24684022265679
117591.8671875	76202	101132.5234375	69068.125	51354	88142.078125	1.85330161545216	1.84831232993906	2.20295739205617	4.72714588733404	3.35325518346296	2.29014184647161	2.07871727379706	2.29519594277757	2.42793208677395
142097.90625	97235	95773.4140625	69089.453125	48119	94096.8515625	1.2504010903838	1.88558737861248	1.84367506886728	4.45284818273664	3.40288426346741	1.6636822399332	1.01741733986856	2.30190597097405	2.46219935049836
113262.1171875	78422	94651.328125	76310.84375	54822	91224.4609375	1.78527109856061	1.53377206226231	1.75205271673132	4.12950143987454	2.6191557591648	2.06955257789176	0.463479769559639	1.36649786981134	1.89591349836518
80865.9296875	53034	99928.8984375	89340.3125	66942	87463.875	1.67232146475934	1.41962537223502	2.3033867311895	4.58360140347672	3.44657192175698	1.52340658787225	1.7760076569014	2.45534364097969	2.47652602942079
96855.296875	68146	93145.7421875	62774.19140625	51634	79675.59375	1.47248511940088	1.82327855496074	2.25813999182627	4.29536161599327	3.07637510990552	1.98779761020797	1.87795479180336	2.63378768243173	2.07431428554024
106380.0625	75699	92097.9765625	77200.3828125	58039	87172.5	1.85342952454284	1.84831232993906	2.24331181454373	4.56705437022982	3.48716809483396	1.68913218678562	1.39318840309452	2.67080836366528	2.54068343161697
125773.203125	79367	103855.1640625	110094.40625	76935	93782.3671875	1.65001368241068	1.96307918950109	0.681154560925096	4.64692538854773	3.23625397577358	2.02938222678175	2.18877114516976	2.55094422067578	2.72399838621338
103470.328125	63737	106390.8125	71497.375	55053	85111.6640625	0.514250825789209	2.01245759365538	2.31223246635791	4.51038728676691	3.38243540744123	1.48039831321607	1.94356578200748	2.37615922186626	2.33128599949108
107054.8828125	70448	99590.4609375	101547.390625	74820	88946.9375	1.67595902237414	1.80753503322992	1.62929846629925	4.7204008032345	3.67704281749719	1.88749304000934	2.28026243035066	2.06219561970536	2.52759032601014
143379.921875	89271	105258.671875	85160.421875	62819	88843.7109375	2.01915976005503	2.00573805049922	1.69122961130597	4.73979262637536	3.28360103002735	2.28970707000349	1.80508968471136	1.4130667867517	2.70313655805848
183430.296875	108679	110612.796875	106061.453125	75331	92270.6875	0.664436253004536	2.00911081781284	1.74735866980643	4.79372674953545	3.57993238199733	1.34346763865652	1.93983518029518	2.6534112143929	2.73140117919288
123685.953125	85173	95169.625	61878.33203125	46721	86797.3515625	1.83281786541055	2.00911081781284	2.16814315901122	4.74505218137083	3.65057135774864	1.41034637890997	2.50021093847787	2.32781818816895	2.69914563581598
113011.6484375	73033	101410.7578125	75666.203125	58281	85085.3671875	1.57461960888151	1.61584489250436	1.44813094542977	4.64311465388203	3.37411623954318	0.596356988274612	1.30017229960357	2.23108601935494	2.65122974380301
120228.359375	71848	109666.0390625	101090.7734375	69944	94719.8515625	1.62150761741206	1.81809386108728	1.27394248674592	4.78292536907191	3.83928613301825	2.05201596593899	2.52681473646627	2.24152094477832	2.68513095655174
187693.796875	115514	106486.6640625	107305.703125	75774	92807.390625	0.770866775954756	2.09974967979561	0.483892518051611	4.57100902140921	3.43083549210575	0.573426181959968	2.44235487876795	2.36158832257867	2.3495540013912
183876.03125	106996	112625.703125	103329.6328125	74432	90979.828125	1.26357242117702	2.04766421835356	1.94614055102644	4.80742241969195	3.70922182217862	2.00780111849111	1.56535993378159	2.12581257783208	2.59624755950897
122411.5234375	87321	91872.078125	55829.30078125	44073	83017.4765625	1.54688091855124	1.99545968260319	2.22448978605943	4.55272647144243	3.56386694405566	2.14242335007732	2.26188297241763	2.60217735573225	2.22377254195262
141906.78125	87320	106504.84375	86881.0390625	63352	89876.1796875	2.07476020219623	1.88558737861248	1.71058906583408	4.71363919298014	3.7313571709978	1.69258903756312	2.11582389721146	2.13193774543399	2.56746445913459
85658.671875	53583	104766.9375	67601.09375	49231	89990.15625	1.60403104047548	1.8673496189876	2.1251509727167	4.58833078713734	3.24069069138867	2.25423780412095	1.92794285525014	2.35628752397989	2.30757060085889
131495.375	82378	104611.4375	81711.28125	57838	92586.71875	0.99725686980644	2.02234590270661	1.16112682526126	4.61091646555418	3.41647452726029	2.26406896699487	1.97003368031295	1.79983439444935	2.51525619744352
155435.609375	92758	109819.4140625	87508.3046875	63638	90118.234375	1.58743266572934	1.92402072415533	1.3539556446786	4.67795399916042	3.65010842108267	1.37383095866299	1.35382870113851	2.29740945263735	2.3472987628918
161028.0625	98930	106672.75	81604.6328125	62038	86205.890625	1.84577842765865	1.54369564746923	1.96982848366655	4.62475519080974	3.51837650127434	1.70824504134847	1.32424555050446	2.5096707490032	2.59060501921845
149244.921875	89901	108796.5	88383.625	62733	92332.734375	2.08631785397946	1.99545968260319	1.12108090625515	4.68749049012736	3.42964616056461	1.84393322949259	1.61209159136636	2.31389920658844	2.529395263935
139279.953125	96040	95042.1875	58414.1796875	46556	82228.546875	1.41430072954529	1.51321760514985	1.79781227706775	4.0950513514026	3.04421149319072	0.902077213522436	1.72327472495843	2.23498729752542	2.5549687836825
130271.3125	89985	94876.484375	61654.76171875	49333	81904.734375	1.61454095688622	1.71891670500285	2.1292082895277	4.54874278368783	3.17212233641676	1.99581870336213	1.7543836588765	2.58306771775997	2.50780595217398
141566.609375	94065	98630.8359375	67086.015625	52513	83723.0625	1.7210234448937	1.89878000827015	1.67434760286063	4.44884580158621	3.3157466362148	1.05522436010895	2.0108820019818	2.59921662494942	2.31402761535073
174989.515625	102654	111716.1953125	102511.984375	74138	90617.8359375	1.50216798528234	1.75656004416745	1.88865308272867	4.6583170038943	3.60032064852995	1.60828785324008	0.817518503863521	2.2043418152853	2.60284874586182
107664.8359375	76746	91938.640625	39071.03125	32366	79112.6171875	1.45002802149719	1.57217431538778	1.70625222217097	4.08080048249927	2.97328480620874	1.70628705091916	2.04903469105833	1.95562835620632	2.12879568017191
199362.390625	115582	113040.2109375	106711.625	76030	91982.8125	1.47992401177786	2.13883930663807	2.26815910724608	4.67872055780621	3.5125864416387	1.30106362093377	1.60542882207351	2.65934971644951	2.66466474587706
118322.578125	80738	96043.8515625	54276.953125	42194	84303.328125	0.940394871495983	1.5236164111157	1.70824806057949	4.58052680889537	3.32143899335213	1.79942470774191	1.90663304485869	2.08290351568263	2.33347180034841
132344.765625	85106	101912.28125	56627.203125	43618	85082.3125	1.57611117813541	1.76252853046145	1.64083991925283	4.31738080676114	3.21653125470273	1.22395959220215	2.30216152063178	1.63717596546934	2.34221979373414
105713.5234375	64883	106777.4609375	72231.28125	54243	87269.328125	1.67389083263669	1.76252853046145	1.53426026945591	4.62905425145394	3.18776278080046	2.1860246798715	2.35535555112867	2.01485739282583	2.40108563689373
115830.9921875	68818	110306.890625	87745.3046875	59414	96786.5546875	0.682427188001897	1.70560716732039	0.923593294276207	4.50962098967355	3.28364263874376	2.15353247520381	1.76122480237951	1.45253342736554	2.23481934641466
120823.828125	82585	95880.734375	64442.671875	49689	84994.96875	1.68886763597982	1.66304099936839	1.57886870512685	4.47775320856741	3.60929747640611	2.21524050140094	1.81540740585163	2.11586005816024	2.06467835190806
168671.1875	104779	105498.5703125	89793.7734375	61611	95514.1875	0.207552346596207	2.10785415580809	1.79665330251319	4.70002946783681	3.1217364128355	2.40679684335787	1.82682249858242	2.37636138791397	2.61098798975037
88056.421875	66291	87053.5390625	63779.0703125	48883	85506.7265625	1.13139464306342	1.80753503322992	2.07797225249049	4.08630024958522	3.0726557201862	1.18682606931996	2.0531206700088	2.29425952660551	1.93861584781546
97710.8984375	67178	95322.59375	66062.171875	49998	86592.46875	1.80227545832128	1.37857957334421	1.57187571757241	4.57914202397067	3.69243460875451	2.17651591442075	0.0384654125676295	2.18024126283731	2.2908304500108
134748.71875	85550	103224.9140625	84940.015625	62366	89257.4296875	1.813318752772	1.68484537533616	1.19660682380216	4.70617065661018	3.62932577254214	1.94739793937131	2.12239248618017	1.97332992304148	2.19178151656547
121334.4296875	80983	98190.640625	54439.69140625	43031	82911.3828125	1.24902548333852	1.76252853046145	1.88228952353012	4.2536251691273	2.96122450464315	2.12463134882739	2.3322201184598	2.49478500378186	2.51248553449355
146665.015625	88299	108855.5703125	97903.9140625	69839	91871.75	1.57042895130856	1.65552261236635	1.68137608288254	4.78344571419042	3.86022047058106	2.31812194810739	2.49083838124533	2.51043797968569	2.56867611107361
176025.203125	107915	106898.8359375	98445.0625	69739	92512.03125	1.62908369250962	1.95932767071536	1.84392920722932	4.77180958537779	3.49742278367176	1.70826922695357	1.30804341470711	2.31156861599306	2.65925472376922
124058.546875	86069	94462.578125	52196.08984375	41189	83049.421875	1.80635700045177	1.90308998699194	2.01950057197015	4.39602862800008	3.15975004558514	2.01558262353723	1.44789195476988	2.20920188094125	2.33147402051116
169292.1875	101329	109492.1796875	111401.8515625	75745	96386.9921875	1.76563454280156	2.1184300973027	1.80531549624367	4.71931789122983	3.74430044804836	2.04849357946879	1.94461094860324	2.65723280718407	2.57603037601127
117944.4609375	74895	103205.9375	59247.6328125	44795	86680.4921875	1.6661120365223	1.95554346301481	1.3917817884119	4.66580496778967	3.62807178633566	1.89409298967179	1.77110459858588	2.30211415640301	2.70373157963372
144619.171875	92174	102824.6796875	91106.75	65726	90843.390625	1.23750753118411	2.14869518493171	1.31240003874721	4.70056688017919	3.54671039984736	1.98168934272835	1.79579553141342	2.35452145469944	2.57844200815606
84479.4609375	52744	104968.2578125	60875.8203125	47436	84104.0078125	1.18795895058145	1.56288737222848	2.15806989366848	4.38308636397099	3.10399065114057	1.67336823160695	1.77729358262177	2.22668776335726	2.26903803853004
120670.6484375	75183	105186.9609375	112044.9140625	78347	93723.765625	1.9615120803006	1.90735761305268	1.34631349121039	4.72835200254043	3.82116062966503	2.32964670320383	2.08660708937277	2.2751053036709	2.32164894862076
127552.7109375	87067	96009.90625	60182.9921875	46367	85063.796875	1.27642299073338	1.87656422631115	1.76427121182292	4.52161863507544	3.37439594802178	1.35485778816133	2.08693795391452	1.80336224890582	2.47758296646778
108080.21875	68803	102948.2109375	102605.203125	72791	92378.6484375	0.635096978292786	1.82840208242675	2.10689143974163	4.63560848002921	3.43046157079191	1.66712343951209	1.10828403871148	2.71424423283636	2.11917262515307
168540.78125	101805	108496.53125	124921.125	87353	93721.234375	1.31032465004988	2.08022952819028	2.09459121406963	4.72509797356332	3.66064566104588	1.28062821513479	1.25374429610424	2.08890661631216	2.61841111509543
134563.796875	89031	99052.8359375	84326.1796875	62551	88350.3203125	1.21799488799842	2.03518951868611	1.66764020334377	4.72284840764207	3.74393563378428	1.91175772609605	2.35955540585732	1.98837733889059	2.53331129078504
186150.953125	116437	104774.1640625	109742.8515625	78385	91753.6171875	1.73923007535882	2.13883930663807	0.832955058472039	4.93831359485315	3.66752508332656	2.14474022957257	1.84748005296816	2.30882398439332	2.697670223263
137278.953125	90763	99123.1328125	90281.9921875	65775	89953.953125	1.4257820364978	2.06866816139038	1.14196119528338	4.63239267344099	3.48980169396292	2.01645026954897	1.9006613879193	2.14848532005077	2.51916672396304
124159.2890625	79637	102174.90625	66342.625	50225	86567.046875	0.344453243756386	1.64787177276046	1.99062469081329	4.55760755773543	3.46325107645252	1.00585067861556	2.16098747570585	2.40845939626771	2.66868546175782
128146.109375	76767	109398.359375	110981.5703125	80027	90885.4296875	1.99160108187692	1.93611143013945	1.49500866850921	4.79455216688112	3.68111738743639	1.83839886590079	2.20489454589935	2.36866412334917	2.57230764665087
113123.4296875	76562	96832.0703125	60660.15234375	45046	88252.5390625	1.70056569329018	1.70560716732039	0.526950345047605	4.48080950474584	3.21642575621795	1.31329845963713	1.88465219956659	2.09569956664038	2.64106430477748
85496.5234375	56297	99527.5078125	121564.4140625	85053	93669.1953125	1.85286768526201	1.66304099936839	1.9280735180811	4.21972167780753	2.91309416416464	0.576366254181737	2.24449100989568	2.03459234817236	2.16392420051196
125848.40625	78702	104795.3125	64747.61328125	49082	86453.28125	1.1883487689883	1.86266794659198	1.70506546545838	4.64026577538108	3.57969656389774	1.80278773178245	1.63252607940712	2.19406409892996	2.34874458253426
130913.703125	89540	95818.1875	57149.390625	42720	87671.8828125	0.969387456788318	1.90308998699194	1.54041007325911	4.37029275616265	3.30311256859698	1.62703935375186	2.29465272066293	2.25381506652259	2.49837928455185
182190.359375	103450	115418.34375	94382.09375	68554	90227.046875	1.35550852279568	2.01907475200928	2.04913798943707	4.61503963288509	3.44656140203669	1.35070132623193	0.90302665784234	2.31837831308367	2.4194744695857
165031.4375	100464	107655.484375	95128.640625	71076	87713.859375	1.61808060019606	2.15354049760601	2.01543886063027	4.87482695484545	3.66173838301539	2.16678543197574	1.6650661441047	2.39784355848078	2.68888596492675
