FSC_A	FSC_H	FSC_W	SSC_A	SSC_H	SSC_W	CD34	CD43	CD38	CD90	CD49f	CD31	CD45RA	FLK1	CD73
147421.953125	107019	90277.8515625	79379.203125	70955	73316.828125	3.24424581269725	3.01299320333021	1.85305585734873	2.99223489844236	3.5368021796423	3.74133314835651	2.92888645043628	2.01131228730773	1.234079741332
97568.7578125	73075	87502.7890625	61250.28125	54599	73519.640625	2.80780027549776	3.17575530019229	2.48408588873493	3.28741470697868	3.33435569594351	3.51626542210875	2.51126521646402	2.299654921592	2.35907748299005
149170.40625	100467	97305.90625	93797.4921875	65315	94114.875	0.345064996446767	2.02881517232745	1.94390642311469	2.94430667737291	3.40357254329753	2.1345016531875	2.81163123057032	2.20835945547187	2.17764070034138
73227.6328125	56891	84355.1015625	78889.3984375	64219	80507.2578125	2.63604518072682	2.04766421835356	2.00140844696238	1.99966775310696	3.01436994505866	2.5085144574738	2.58464546602683	2.76135092128954	2.13822296491064
89031.390625	60371	96648.40625	77601.703125	61283	82987.2109375	1.35912500732148	1.98493218390539	2.48167457852107	3.12539244538595	3.28579343066934	1.84288619237576	2.61011344524427	2.13550600287452	2.61143689796095
166766.796875	107179	101971.734375	101239.2890625	72351	91703.203125	1.61065224923574	2.1184300973027	2.47842342534767	3.20491105137717	2.87084167326289	2.39449052599435	2.78785638691095	3.19087409079291	2.30523136865295
145254.65625	95622	99552.515625	94489.53125	72386	85547.8359375	1.32964890915525	1.99545968260319	2.4221598852819	3.5600761590552	2.92020079672543	2.67759683344099	2.71694820614466	3.38537799608201	2.28956565004062
104561.21875	74822	91584.34375	56591.65234375	48802	75996.6953125	3.02236596036002	3.28754868979244	2.41953243683483	3.48762303012896	3.13256720280138	3.78764765304636	2.48455318504602	2.41588518755235	1.73797351718403
74408.21875	60685	80356.21875	31936.541015625	28425	73632.1328125	1.63281316536891	3.10988552682508	2.00866062606803	2.63693539149816	2.63080202551985	3.47734045505777	2.37719607213888	2.22456213113795	1.54888429166762
107292.9296875	78470	89608.125	85946.46875	69554	80981.5078125	1.43723324095224	1.80753503322992	2.00319915700252	3.99249848168878	3.19399531051221	1.85475452310132	2.49163241321105	2.29855440970909	2.39001768299896
79758.4765625	59079	88475.625	63732.4609375	47655	87646.0078125	1.50152127266201	1.77422492604439	2.14665965458787	3.33987178987809	3.27826054213641	1.74567378463538	2.58213876552725	2.38960524304059	2.35917403859985
119847.4765625	86618	90677.734375	64186.7109375	53774	78226.2890625	2.43368863823123	3.41709619257272	1.93831578477029	3.22246115727769	3.04653534962857	3.60731727013987	2.6166999768024	2.14149896466727	1.4202129203776
135808.5625	82869	107402.640625	111486.3828125	73201	99812.453125	1.52234004996376	2.21415480062329	2.51359269411236	3.31737335062389	3.17039971647419	1.12238730481906	2.7972824978859	2.4069892904669	2.46903179203679
142693.375	94182	99292.3671875	94571.6953125	70882	87438.9921875	2.12154557652401	1.81284654818339	2.25882473732963	3.75051493035721	2.90296156393752	2.075473986802	2.65403171269973	2.52498302939353	1.96617318815005
120420.8671875	69638	113327.5234375	95665.84375	71298	87934.546875	1.4381058028328	2.00573805049922	1.18342407491441	2.70263762674913	3.23256666042767	1.87324785874746	2.66546361835552	2.70232565400655	1.78894346067603
138614.796875	89479	101523.9296875	110981.5703125	81527	89213.2421875	1.64622132076012	1.98493218390539	2.40401260068916	4.38351741341021	3.2906636535605	2.23602412661439	2.60067644707342	2.53228877584767	2.31569168680866
91096.5625	68464	87200.640625	54589.79296875	46624	76732.9453125	2.83303475213307	3.2399048274939	2.45143914686388	3.28936247753823	3.29041587123055	3.6559198079765	2.52044502967704	2.271549180527	1.45447381933713
74715.9609375	54091	90524.9609375	65294.29296875	50683	84429.234375	1.55541173699796	1.96679854352204	1.98012563517116	2.78210579440435	3.68325205966162	2.27996469641604	2.53970334898199	2.23695838247371	2.98377157743745
133833.78125	87295	100474.6015625	89884.625	67439	87348.2578125	1.61855592694704	1.75656004416745	2.3398920472076	3.27952486220714	2.99924135568686	2.11298149305355	2.57653298513411	2.53710209124693	2.52114804582379
78818.703125	52310	98747.1328125	76173.3828125	60838	82055.609375	0.954280684070908	2.06276996128516	2.27202435843148	4.40781260455286	3.12946920795015	1.85768437273998	2.088065384334	2.95276643665112	2.23964533184006
96624.1484375	73251	86447.421875	77008.4140625	65187	77420.6953125	0.837652337635534	1.69879624781276	2.16969379833913	3.85834553194087	3.45713029053531	2.14558920587481	2.44011891434733	2.69521903152545	1.94190246553436
88558.046875	60375	96128.2109375	102927.5234375	79191	85179.6015625	1.69701157498201	1.96679854352204	2.39310776506099	4.20621697257241	3.10067198747149	2.32396859112273	2.50917225878912	2.67635969805986	2.38279184126763
85323.328125	58275	95954.515625	116619.015625	82211	92964.9765625	3.54833507504389	2.14869518493171	2.43833791749754	4.41860085383828	3.30248223567321	3.71942191174681	2.58351109668963	3.53452396239268	2.61803038393384
104710.953125	70808	96914.71875	70691.5703125	55448	83552.9296875	1.61063910327043	2.01245759365538	2.59855293468795	2.59229370416017	3.6438617597578	2.4035519174706	2.68748919525186	2.17651394942647	2.38365259993508
102094.46875	73917	90518.5859375	59813.2734375	48365	81048.75	1.03274252624925	1.80215775214189	2.16140831863757	2.88603526991477	2.85006949761569	1.29889470520695	2.46946006827885	1.88771543463972	1.04862238524726
94089.78125	67579	91245.3359375	81061.109375	63567	83571.9921875	1.46183931652989	1.80753503322992	2.42857825130359	3.5904945211698	3.36222916262585	2.22553045726812	2.40987914620795	2.51180248337314	2.26347891323007
80435.3671875	55034	95784.6484375	80701.6640625	61102	86557.953125	2.2746567568767	1.9439888826128	2.2821687623722	4.45382000211298	3.19408466867363	2.23502957717407	2.12573188498213	1.92981341614098	2.43496434597648
101361.6875	62795	105786.1171875	79194.34375	61515	84370.9765625	1.5823755229729	2.23859803732489	2.62940054721868	3.14608304441412	3.56454917929009	1.34403099731526	2.84100061698373	2.63472618512574	2.64714944005995
140866.265625	95693	96473.2109375	106657.109375	81117	86170.3515625	2.00492391371271	2.09701425343876	2.27133298273757	3.1683877562	3.53777373646327	1.81071826388622	2.61331816792375	2.07183667123027	2.21946637359269
140220.421875	82467	111432.2734375	100681.5546875	67603	97603.1640625	1.67564585407501	2.1184300973027	2.40362879177423	4.29960386506975	3.06142824578743	2.02946601427001	2.74218672727818	2.70979404484033	2.35020667192893
175543.59375	103118	111565.6328125	112259.796875	87918	83680.9140625	3.2627465552107	3.55813833478861	2.38291117314051	3.45670845767709	3.3734615357405	3.90939953078094	3.0001914381404	1.71419175243165	1.69709664818558
